rank,time,records,disciplineName,fullName,participantCountryCode,year,time_seconds
36,0 days 00:01:09.770000,,Women 100 Breaststroke,TANAKA Masami,JPN,2003,69.77
37,0 days 00:01:09.810000,,Women 100 Breaststroke,BAANS Madelon,NED,2003,69.81
38,0 days 00:01:09.830000,,Women 100 Breaststroke,KIRK Tara,USA,2003,69.83
39,0 days 00:01:09.860000,,Women 100 Breaststroke,CALLAGHAN Grace,GBR,2003,69.86
40,0 days 00:01:09.910000,,Women 100 Breaststroke,HAYWOOD Kate,GBR,2003,69.91
41,0 days 00:01:09.990000,,Women 100 Breaststroke,BEARD Amanda,USA,2003,69.99
42,0 days 00:01:10.050000,,Women 100 Breaststroke,KOVÁCS Ágnes,HUN,2003,70.05
43,0 days 00:01:10.070000,,Women 100 Breaststroke,IGELSTROM Emma,SWE,2003,70.07
44,0 days 00:01:10.090000,,Women 100 Breaststroke,CLARK Corrie,USA,2003,70.09
45,0 days 00:01:10.120000,,Women 100 Breaststroke,BALFOUR Kirsty,GBR,2003,70.12
46,0 days 00:01:10.150000,,Women 100 Breaststroke,PIDLISNA Yuliya,UKR,2003,70.15
46,0 days 00:01:10.150000,,Women 100 Breaststroke,VAN OOSTEN Lauren,CAN,2003,70.15
48,0 days 00:01:10.170000,,Women 100 Breaststroke,CLARK Corrie,USA,2003,70.17
49,0 days 00:01:10.200000,,Women 100 Breaststroke,QI Hui,CHN,2003,70.2
50,0 days 00:01:10.210000,,Women 100 Breaststroke,PIDLISNA Yuliya,UKR,2003,70.21
1,0 days 00:02:22.990000,"[0, 131072]",Women 200 Breaststroke,BEARD Amanda,USA,2003,142.99
2,0 days 00:02:24.330000,,Women 200 Breaststroke,JONES Leisel,AUS,2003,144.33
3,0 days 00:02:25.540000,,Women 200 Breaststroke,BEARD Amanda,USA,2003,145.54
4,0 days 00:02:25.780000,,Women 200 Breaststroke,QI Hui,CHN,2003,145.78
5,0 days 00:02:26.250000,,Women 200 Breaststroke,QI Hui,CHN,2003,146.25
6,0 days 00:02:26.300000,,Women 200 Breaststroke,QI Hui,CHN,2003,146.3
7,0 days 00:02:26.350000,,Women 200 Breaststroke,POLESKA Anne,GER,2003,146.35
8,0 days 00:02:26.380000,,Women 200 Breaststroke,JUKIC Mirna,AUT,2003,146.38
9,0 days 00:02:26.460000,,Women 200 Breaststroke,JUKIC Mirna,AUT,2003,146.46
10,0 days 00:02:26.530000,,Women 200 Breaststroke,POLESKA Anne,GER,2003,146.53
11,0 days 00:02:26.590000,,Women 200 Breaststroke,JONES Leisel,AUS,2003,146.59
12,0 days 00:02:26.720000,,Women 200 Breaststroke,POEWE Sarah,GER,2003,146.72
13,0 days 00:02:26.990000,,Women 200 Breaststroke,LUO Xuejuan,CHN,2003,146.99
14,0 days 00:02:27.620000,,Women 200 Breaststroke,TANAKA Masami,JPN,2003,147.62
15,0 days 00:02:27.650000,,Women 200 Breaststroke,POEWE Sarah,GER,2003,147.65
16,0 days 00:02:27.910000,,Women 200 Breaststroke,JUKIC Mirna,AUT,2003,147.91
17,0 days 00:02:27.950000,,Women 200 Breaststroke,BEARD Amanda,USA,2003,147.95
18,0 days 00:02:28.120000,,Women 200 Breaststroke,REMENYI Diana,HUN,2003,148.12
19,0 days 00:02:28.180000,,Women 200 Breaststroke,KOVÁCS Ágnes,HUN,2003,148.18
20,0 days 00:02:28.210000,,Women 200 Breaststroke,MAYSTRUK Iryna,UKR,2003,148.21
21,0 days 00:02:28.340000,,Women 200 Breaststroke,POLESKA Anne,GER,2003,148.34
22,0 days 00:02:28.550000,,Women 200 Breaststroke,TANAKA Masami,JPN,2003,148.55
23,0 days 00:02:28.580000,,Women 200 Breaststroke,TANAKA Masami,JPN,2003,148.58
24,0 days 00:02:28.740000,,Women 200 Breaststroke,QI Hui,CHN,2003,148.74
25,0 days 00:02:28.780000,,Women 200 Breaststroke,COADA Beatrice,ROU,2003,148.78
26,0 days 00:02:28.790000,,Women 200 Breaststroke,LUO Nan,CHN,2003,148.79
26,0 days 00:02:28.790000,,Women 200 Breaststroke,PIDLISNA Yuliya,UKR,2003,148.79
26,0 days 00:02:28.790000,,Women 200 Breaststroke,JONES Leisel,AUS,2003,148.79
29,0 days 00:02:28.900000,,Women 200 Breaststroke,POEWE Sarah,GER,2003,148.9
30,0 days 00:02:28.970000,,Women 200 Breaststroke,PIDLISNA Yuliya,UKR,2003,148.97
31,0 days 00:02:29.190000,,Women 200 Breaststroke,KOWAL Kristy,USA,2003,149.19
32,0 days 00:02:29.200000,,Women 200 Breaststroke,REMENYI Diana,HUN,2003,149.2
33,0 days 00:02:29.700000,,Women 200 Breaststroke,HELBIG Sonja,GER,2003,149.7
34,0 days 00:02:29.740000,,Women 200 Breaststroke,KOVÁCS Ágnes,HUN,2003,149.74
35,0 days 00:02:29.760000,,Women 200 Breaststroke,SPANN Alexandra Caroline,USA,2003,149.76
36,0 days 00:02:29.790000,,Women 200 Breaststroke,REMENYI Diana,HUN,2003,149.79
37,0 days 00:02:29.840000,,Women 200 Breaststroke,COADA Beatrice,ROU,2003,149.84
38,0 days 00:02:30.210000,,Women 200 Breaststroke,VAN OOSTEN Lauren,CAN,2003,150.21
39,0 days 00:02:30.240000,,Women 200 Breaststroke,MAYSTRUK Iryna,UKR,2003,150.24
40,0 days 00:02:30.410000,,Women 200 Breaststroke,KOWAL Kristy,USA,2003,150.41
41,0 days 00:02:30.710000,,Women 200 Breaststroke,LEIER Rhiannon,CAN,2003,150.71
42,0 days 00:02:30.940000,,Women 200 Breaststroke,SPANN Alexandra Caroline,USA,2003,150.94
43,0 days 00:02:31.060000,,Women 200 Breaststroke,KAWANABE Fumiko,JPN,2003,151.06
44,0 days 00:02:31.370000,,Women 200 Breaststroke,HAIDEN Ingrid,RSA,2003,151.37
45,0 days 00:02:31.410000,,Women 200 Breaststroke,VAN OOSTEN Lauren,CAN,2003,151.41
46,0 days 00:02:31.420000,,Women 200 Breaststroke,LUO Nan,CHN,2003,151.42
47,0 days 00:02:31.480000,,Women 200 Breaststroke,BALFOUR Kirsty,GBR,2003,151.48
48,0 days 00:02:31.490000,,Women 200 Breaststroke,STEVEN Birte,GER,2003,151.49
49,0 days 00:02:31.520000,,Women 200 Breaststroke,BLACKBURN Lisa,CAN,2003,151.52
50,0 days 00:02:31.570000,,Women 200 Breaststroke,HAIDEN Ingrid,RSA,2003,151.57
1,0 days 00:00:57.960000,"[0, 16]",Women 100 Butterfly,THOMPSON Jenny,USA,2003,57.96
2,0 days 00:00:57.990000,"[0, 16]",Women 100 Butterfly,THOMPSON Jenny,USA,2003,57.99
3,0 days 00:00:58.050000,"[0, 16]",Women 100 Butterfly,MORAVCOVA Martina,SVK,2003,58.05
4,0 days 00:00:58.140000,"[0, 16]",Women 100 Butterfly,THOMPSON Jenny,USA,2003,58.14
5,0 days 00:00:58.220000,,Women 100 Butterfly,JEDRZEJCZAK Otylia,POL,2003,58.22
6,0 days 00:00:58.240000,,Women 100 Butterfly,MORAVCOVA Martina,SVK,2003,58.24
7,0 days 00:00:58.440000,,Women 100 Butterfly,JEDRZEJCZAK Otylia,POL,2003,58.44
8,0 days 00:00:58.610000,,Women 100 Butterfly,POPCHANKA Alena,BLR,2003,58.61
9,0 days 00:00:58.640000,,Women 100 Butterfly,MORAVCOVA Martina,SVK,2003,58.64
10,0 days 00:00:58.710000,,Women 100 Butterfly,KAMMERLING Anna-Karin,SWE,2003,58.71
11,0 days 00:00:58.890000,,Women 100 Butterfly,JEDRZEJCZAK Otylia,POL,2003,58.89
12,0 days 00:00:58.900000,,Women 100 Butterfly,POPCHANKA Alena,BLR,2003,58.9
13,0 days 00:00:58.970000,,Women 100 Butterfly,COUGHLIN Natalie,USA,2003,58.97
14,0 days 00:00:59.050000,,Women 100 Butterfly,KAMMERLING Anna-Karin,SWE,2003,59.05
14,0 days 00:00:59.050000,,Women 100 Butterfly,COUGHLIN Natalie,USA,2003,59.05
16,0 days 00:00:59.080000,,Women 100 Butterfly,ZHOU Yafei,CHN,2003,59.08
17,0 days 00:00:59.100000,,Women 100 Butterfly,ZHOU Yafei,CHN,2003,59.1
18,0 days 00:00:59.140000,,Women 100 Butterfly,KAMMERLING Anna-Karin,SWE,2003,59.14
19,0 days 00:00:59.280000,,Women 100 Butterfly,NAKANISHI Yuko,JPN,2003,59.28
20,0 days 00:00:59.320000,,Women 100 Butterfly,NAKANISHI Yuko,JPN,2003,59.32
21,0 days 00:00:59.330000,,Women 100 Butterfly,POPCHANKA Alena,BLR,2003,59.33
22,0 days 00:00:59.410000,,Women 100 Butterfly,BOROCHOVSKI Vered,ISR,2003,59.41
23,0 days 00:00:59.480000,,Women 100 Butterfly,SCHIPPER Jess,AUS,2003,59.48
24,0 days 00:00:59.580000,,Women 100 Butterfly,GROOT Chantal,NED,2003,59.58
25,0 days 00:00:59.600000,,Women 100 Butterfly,SJOBERG Johanna,SWE,2003,59.6
26,0 days 00:00:59.630000,,Women 100 Butterfly,COUGHLIN Natalie,USA,2003,59.63
27,0 days 00:00:59.660000,,Women 100 Butterfly,BOROCHOVSKI Vered,ISR,2003,59.66
28,0 days 00:00:59.690000,,Women 100 Butterfly,ZHOU Yafei,CHN,2003,59.69
29,0 days 00:00:59.720000,,Women 100 Butterfly,ONISHI Junko,JPN,2003,59.72
29,0 days 00:00:59.720000,,Women 100 Butterfly,DEKKER Inge,NED,2003,59.72
31,0 days 00:00:59.740000,,Women 100 Butterfly,DEKKER Inge,NED,2003,59.74
32,0 days 00:00:59.760000,,Women 100 Butterfly,MEHLHORN Annika,GER,2003,59.76
33,0 days 00:00:59.770000,,Women 100 Butterfly,BOULSEVICZ Beatrix,HUN,2003,59.77
34,0 days 00:00:59.900000,,Women 100 Butterfly,SCHIPPER Jess,AUS,2003,59.9
35,0 days 00:00:59.930000,,Women 100 Butterfly,BUTTON Jen,CAN,2003,59.93
36,0 days 00:00:59.970000,,Women 100 Butterfly,GOODWIN Bethany,USA,2003,59.97
36,0 days 00:00:59.970000,,Women 100 Butterfly,SJOBERG Johanna,SWE,2003,59.97
38,0 days 00:01:00.010000,,Women 100 Butterfly,BUTTON Jen,CAN,2003,60.01
38,0 days 00:01:00.010000,,Women 100 Butterfly,NAKANISHI Yuko,JPN,2003,60.01
40,0 days 00:01:00.080000,,Women 100 Butterfly,LACROIX Audrey,CAN,2003,60.08
40,0 days 00:01:00.080000,,Women 100 Butterfly,MEHLHORN Annika,GER,2003,60.08
42,0 days 00:01:00.090000,,Women 100 Butterfly,ONISHI Junko,JPN,2003,60.09
43,0 days 00:01:00.130000,,Women 100 Butterfly,GROOT Chantal,NED,2003,60.13
44,0 days 00:01:00.180000,,Women 100 Butterfly,LACROIX Audrey,CAN,2003,60.18
45,0 days 00:01:00.310000,,Women 100 Butterfly,GOODWIN Bethany,USA,2003,60.31
46,0 days 00:01:00.420000,,Women 100 Butterfly,CHRISTIANSON Demerae,USA,2003,60.42
47,0 days 00:01:00.510000,,Women 100 Butterfly,KIRK Dana,USA,2003,60.51
48,0 days 00:01:00.590000,,Women 100 Butterfly,CORKRAN Kate,AUS,2003,60.59
49,0 days 00:01:00.660000,,Women 100 Butterfly,BESPALOVA Irina,RUS,2003,60.66
50,0 days 00:01:00.690000,,Women 100 Butterfly,KIRK Dana,USA,2003,60.69
1,0 days 00:02:07.560000,,Women 200 Butterfly,JEDRZEJCZAK Otylia,POL,2003,127.56
2,0 days 00:02:07.680000,,Women 200 Butterfly,RISZTOV Eva,HUN,2003,127.68
3,0 days 00:02:08.080000,,Women 200 Butterfly,NAKANISHI Yuko,JPN,2003,128.08
4,0 days 00:02:08.380000,,Women 200 Butterfly,DESCENZA Mary,USA,2003,128.38
5,0 days 00:02:08.420000,,Women 200 Butterfly,JEDRZEJCZAK Otylia,POL,2003,128.42
6,0 days 00:02:08.710000,,Women 200 Butterfly,DESCENZA Mary,USA,2003,128.71
7,0 days 00:02:08.880000,,Women 200 Butterfly,RISZTOV Eva,HUN,2003,128.88
8,0 days 00:02:09.080000,,Women 200 Butterfly,DESCENZA Mary,USA,2003,129.08
9,0 days 00:02:09.320000,,Women 200 Butterfly,RISZTOV Eva,HUN,2003,129.32
10,0 days 00:02:09.410000,,Women 200 Butterfly,NAKANISHI Yuko,JPN,2003,129.41
11,0 days 00:02:09.490000,,Women 200 Butterfly,SEGAT Francesca,ITA,2003,129.49
12,0 days 00:02:09.520000,[0],Women 200 Butterfly,KLOCHKOVA Yana,UKR,2003,129.52
13,0 days 00:02:09.610000,,Women 200 Butterfly,MEHLHORN Annika,GER,2003,129.61
14,0 days 00:02:10.300000,,Women 200 Butterfly,JEDRZEJCZAK Otylia,POL,2003,130.3
15,0 days 00:02:10.520000,,Women 200 Butterfly,KLOCHKOVA Yana,UKR,2003,130.52
16,0 days 00:02:10.580000,,Women 200 Butterfly,GALVEZ Felicity,AUS,2003,130.58
17,0 days 00:02:10.640000,[0],Women 200 Butterfly,ANGELOPOULOU Vasiliki,GRE,2003,130.64
18,0 days 00:02:10.650000,,Women 200 Butterfly,GALVEZ Felicity,AUS,2003,130.65
19,0 days 00:02:10.680000,,Women 200 Butterfly,NAKANISHI Yuko,JPN,2003,130.68
20,0 days 00:02:10.720000,,Women 200 Butterfly,SEGAT Francesca,ITA,2003,130.72
21,0 days 00:02:10.730000,,Women 200 Butterfly,VIVES Roser,ESP,2003,130.73
22,0 days 00:02:10.850000,,Women 200 Butterfly,MEHLHORN Annika,GER,2003,130.85
23,0 days 00:02:10.910000,,Women 200 Butterfly,BOULSEVICZ Beatrix,HUN,2003,130.91
24,0 days 00:02:10.980000,,Women 200 Butterfly,VIVES Roser,ESP,2003,130.98
25,0 days 00:02:10.990000,,Women 200 Butterfly,GALVEZ Felicity,AUS,2003,130.99
26,0 days 00:02:11.020000,,Women 200 Butterfly,LACROIX Audrey,CAN,2003,131.02
26,0 days 00:02:11.020000,,Women 200 Butterfly,SEGAT Francesca,ITA,2003,131.02
28,0 days 00:02:11.420000,,Women 200 Butterfly,MEHLHORN Annika,GER,2003,131.42
29,0 days 00:02:11.520000,,Women 200 Butterfly,CAVALLINO Paola,ITA,2003,131.52
30,0 days 00:02:12.020000,,Women 200 Butterfly,OSADA Yukiko,JPN,2003,132.02
31,0 days 00:02:12.100000,,Women 200 Butterfly,ZHANG Tianyi,CHN,2003,132.1
32,0 days 00:02:12.280000,,Women 200 Butterfly,SCHIPPER Jess,AUS,2003,132.28
33,0 days 00:02:12.330000,,Women 200 Butterfly,MASON Emily,USA,2003,132.33
34,0 days 00:02:12.350000,,Women 200 Butterfly,CUI Li,CHN,2003,132.35
35,0 days 00:02:12.360000,,Women 200 Butterfly,SCHIPPER Jess,AUS,2003,132.36
36,0 days 00:02:12.460000,,Women 200 Butterfly,LEE Georgina,GBR,2003,132.46
37,0 days 00:02:12.490000,,Women 200 Butterfly,CUI Li,CHN,2003,132.49
38,0 days 00:02:12.560000,,Women 200 Butterfly,ZHANG Tianyi,CHN,2003,132.56
39,0 days 00:02:12.590000,,Women 200 Butterfly,OSADA Yukiko,JPN,2003,132.59
40,0 days 00:02:12.700000,,Women 200 Butterfly,SOUTIAGINA Natalia,RUS,2003,132.7
41,0 days 00:02:12.740000,,Women 200 Butterfly,LOOTS Amanda,RSA,2003,132.74
42,0 days 00:02:12.760000,,Women 200 Butterfly,MASON Emily,USA,2003,132.76
42,0 days 00:02:12.760000,,Women 200 Butterfly,SOUTIAGINA Natalia,RUS,2003,132.76
44,0 days 00:02:12.770000,,Women 200 Butterfly,OSADA Yukiko,JPN,2003,132.77
45,0 days 00:02:12.810000,,Women 200 Butterfly,BASSI Noelle,USA,2003,132.81
45,0 days 00:02:12.810000,,Women 200 Butterfly,MELACHROINOU Zampia,GRE,2003,132.81
47,0 days 00:02:12.840000,,Women 200 Butterfly,LOOTS Amanda,RSA,2003,132.84
48,0 days 00:02:12.850000,,Women 200 Butterfly,KIRK Dana,USA,2003,132.85
49,0 days 00:02:12.890000,,Women 200 Butterfly,VIVES Roser,ESP,2003,132.89
50,0 days 00:02:13.230000,,Women 200 Butterfly,BARDACH Georgina,ARG,2003,133.23
1,0 days 00:00:21.920000,"[0, 16]",Men 50 Freestyle,POPOV Alexander,RUS,2003,21.92
2,0 days 00:00:21.980000,"[0, 16]",Men 50 Freestyle,POPOV Alexander,RUS,2003,21.98
3,0 days 00:00:21.990000,"[0, 16]",Men 50 Freestyle,POPOV Alexander,RUS,2003,21.99
4,0 days 00:00:22.140000,,Men 50 Freestyle,LEZAK Jason,USA,2003,22.14
5,0 days 00:00:22.200000,,Men 50 Freestyle,FOSTER Mark,GBR,2003,22.2
6,0 days 00:00:22.290000,,Men 50 Freestyle,VAN DEN HOOGENBAND Pieter,NED,2003,22.29
6,0 days 00:00:22.290000,,Men 50 Freestyle,LEZAK Jason,USA,2003,22.29
8,0 days 00:00:22.300000,,Men 50 Freestyle,KENKHUIS Johan,NED,2003,22.3
9,0 days 00:00:22.310000,,Men 50 Freestyle,KENKHUIS Johan,NED,2003,22.31
10,0 days 00:00:22.320000,,Men 50 Freestyle,SICOT Julien,FRA,2003,22.32
10,0 days 00:00:22.320000,,Men 50 Freestyle,KENKHUIS Johan,NED,2003,22.32
12,0 days 00:00:22.340000,,Men 50 Freestyle,VOLYNETS Oleksandr,UKR,2003,22.34
13,0 days 00:00:22.360000,,Men 50 Freestyle,VAN DEN HOOGENBAND Pieter,NED,2003,22.36
13,0 days 00:00:22.360000,,Men 50 Freestyle,SICOT Julien,FRA,2003,22.36
15,0 days 00:00:22.380000,,Men 50 Freestyle,SICOT Julien,FRA,2003,22.38
16,0 days 00:00:22.400000,,Men 50 Freestyle,DE QUEIROZ SCHERER Fernando,BRA,2003,22.4
16,0 days 00:00:22.400000,,Men 50 Freestyle,VOLYNETS Oleksandr,UKR,2003,22.4
18,0 days 00:00:22.410000,,Men 50 Freestyle,HAWKE Brett,AUS,2003,22.41
19,0 days 00:00:22.420000,,Men 50 Freestyle,MEOLANS Jose,ARG,2003,22.42
20,0 days 00:00:22.430000,,Men 50 Freestyle,HALL Gary Jr.,USA,2003,22.43
20,0 days 00:00:22.430000,,Men 50 Freestyle,FOSTER Mark,GBR,2003,22.43
22,0 days 00:00:22.440000,,Men 50 Freestyle,LEZAK Jason,USA,2003,22.44
23,0 days 00:00:22.450000,,Men 50 Freestyle,HAWKE Brett,AUS,2003,22.45
24,0 days 00:00:22.460000,,Men 50 Freestyle,NEETHLING Ryk,RSA,2003,22.46
25,0 days 00:00:22.470000,,Men 50 Freestyle,BOUSQUET Frederick,FRA,2003,22.47
26,0 days 00:00:22.490000,,Men 50 Freestyle,BUSQUETS Ricardo,PUR,2003,22.49
27,0 days 00:00:22.510000,,Men 50 Freestyle,HALL Gary Jr.,USA,2003,22.51
27,0 days 00:00:22.510000,,Men 50 Freestyle,VAN DEN HOOGENBAND Pieter,NED,2003,22.51
29,0 days 00:00:22.520000,,Men 50 Freestyle,BUSQUETS Ricardo,PUR,2003,22.52
30,0 days 00:00:22.540000,,Men 50 Freestyle,MANKOC Peter,SLO,2003,22.54
30,0 days 00:00:22.540000,,Men 50 Freestyle,HAWKE Brett,AUS,2003,22.54
32,0 days 00:00:22.550000,,Men 50 Freestyle,DE QUEIROZ SCHERER Fernando,BRA,2003,22.55
33,0 days 00:00:22.560000,,Men 50 Freestyle,NEETHLING Ryk,RSA,2003,22.56
34,0 days 00:00:22.570000,,Men 50 Freestyle,SHYRSHOV Vyacheslav,UKR,2003,22.57
34,0 days 00:00:22.570000,,Men 50 Freestyle,VOLYNETS Oleksandr,UKR,2003,22.57
36,0 days 00:00:22.590000,,Men 50 Freestyle,SHYRSHOV Vyacheslav,UKR,2003,22.59
36,0 days 00:00:22.590000,,Men 50 Freestyle,FOSTER Mark,GBR,2003,22.59
38,0 days 00:00:22.600000,,Men 50 Freestyle,LORENTE Eduard,ESP,2003,22.6
38,0 days 00:00:22.600000,,Men 50 Freestyle,LORENTE Eduard,ESP,2003,22.6
40,0 days 00:00:22.610000,,Men 50 Freestyle,MANKOC Peter,SLO,2003,22.61
41,0 days 00:00:22.630000,,Men 50 Freestyle,NOVY Karel,SUI,2003,22.63
41,0 days 00:00:22.630000,,Men 50 Freestyle,SCARICA Michele,ITA,2003,22.63
41,0 days 00:00:22.630000,,Men 50 Freestyle,SHYRSHOV Vyacheslav,UKR,2003,22.63
44,0 days 00:00:22.640000,,Men 50 Freestyle,HERNANDEZ Marcos,CUB,2003,22.64
44,0 days 00:00:22.640000,,Men 50 Freestyle,PIMANKOV Denis,RUS,2003,22.64
44,0 days 00:00:22.640000,,Men 50 Freestyle,SCARICA Michele,ITA,2003,22.64
44,0 days 00:00:22.640000,,Men 50 Freestyle,BOUSQUET Frederick,FRA,2003,22.64
48,0 days 00:00:22.660000,,Men 50 Freestyle,NOVY Karel,SUI,2003,22.66
49,0 days 00:00:22.680000,,Men 50 Freestyle,MEOLANS Jose,ARG,2003,22.68
50,0 days 00:00:22.690000,,Men 50 Freestyle,PIMANKOV Denis,RUS,2003,22.69
1,0 days 00:00:48.390000,,Men 100 Freestyle,VAN DEN HOOGENBAND Pieter,NED,2003,48.39
2,0 days 00:00:48.440000,,Men 100 Freestyle,POPOV Alexander,RUS,2003,48.44
3,0 days 00:00:48.510000,,Men 100 Freestyle,POPOV Alexander,RUS,2003,48.51
4,0 days 00:00:48.680000,,Men 100 Freestyle,VAN DEN HOOGENBAND Pieter,NED,2003,48.68
5,0 days 00:00:48.710000,,Men 100 Freestyle,THORPE Ian,AUS,2003,48.71
6,0 days 00:00:48.770000,,Men 100 Freestyle,THORPE Ian,AUS,2003,48.77
7,0 days 00:00:48.780000,,Men 100 Freestyle,LEZAK Jason,USA,2003,48.78
8,0 days 00:00:48.860000,,Men 100 Freestyle,VAN DEN HOOGENBAND Pieter,NED,2003,48.86
9,0 days 00:00:48.930000,,Men 100 Freestyle,LEZAK Jason,USA,2003,48.93
10,0 days 00:00:48.940000,,Men 100 Freestyle,LEZAK Jason,USA,2003,48.94
10,0 days 00:00:48.940000,,Men 100 Freestyle,POPOV Alexander,RUS,2003,48.94
12,0 days 00:00:48.950000,,Men 100 Freestyle,KAPRALOV Andrey,RUS,2003,48.95
13,0 days 00:00:48.980000,,Men 100 Freestyle,KAPRALOV Andrey,RUS,2003,48.98
14,0 days 00:00:49.170000,,Men 100 Freestyle,THORPE Ian,AUS,2003,49.17
15,0 days 00:00:49.190000,,Men 100 Freestyle,CALLUS Ashley,AUS,2003,49.19
16,0 days 00:00:49.210000,,Men 100 Freestyle,KAPRALOV Andrey,RUS,2003,49.21
16,0 days 00:00:49.210000,,Men 100 Freestyle,KAPRALOV Andrey,RUS,2003,49.21
18,0 days 00:00:49.270000,,Men 100 Freestyle,MEOLANS Jose,ARG,2003,49.27
19,0 days 00:00:49.290000,,Men 100 Freestyle,NEETHLING Ryk,RSA,2003,49.29
20,0 days 00:00:49.300000,,Men 100 Freestyle,BOUSQUET Frederick,FRA,2003,49.3
21,0 days 00:00:49.360000,,Men 100 Freestyle,KAPRALOV Andrey,RUS,2003,49.36
22,0 days 00:00:49.410000,,Men 100 Freestyle,MAGNINI Filippo,ITA,2003,49.41
23,0 days 00:00:49.440000,,Men 100 Freestyle,BOUSQUET Frederick,FRA,2003,49.44
24,0 days 00:00:49.460000,,Men 100 Freestyle,VISMARA Lorenzo,ITA,2003,49.46
25,0 days 00:00:49.480000,,Men 100 Freestyle,PEARSON Todd,AUS,2003,49.48
26,0 days 00:00:49.490000,,Men 100 Freestyle,KAPRALOV Andrey,RUS,2003,49.49
27,0 days 00:00:49.510000,,Men 100 Freestyle,NEETHLING Ryk,RSA,2003,49.51
28,0 days 00:00:49.520000,,Men 100 Freestyle,MANKOC Peter,SLO,2003,49.52
29,0 days 00:00:49.540000,,Men 100 Freestyle,CAVIC Milorad,YUG,2003,49.54
29,0 days 00:00:49.540000,,Men 100 Freestyle,HAYDEN Brent,CAN,2003,49.54
31,0 days 00:00:49.550000,,Men 100 Freestyle,SPANNEBERG Torsten,GER,2003,49.55
32,0 days 00:00:49.560000,,Men 100 Freestyle,CALLUS Ashley,AUS,2003,49.56
33,0 days 00:00:49.570000,,Men 100 Freestyle,TUCKER Scott,USA,2003,49.57
34,0 days 00:00:49.580000,,Men 100 Freestyle,SPANNEBERG Torsten,GER,2003,49.58
35,0 days 00:00:49.590000,,Men 100 Freestyle,TUCKER Scott,USA,2003,49.59
36,0 days 00:00:49.600000,,Men 100 Freestyle,HAYDEN Brent,CAN,2003,49.6
37,0 days 00:00:49.610000,,Men 100 Freestyle,BOVELL George,TTO,2003,49.61
38,0 days 00:00:49.630000,,Men 100 Freestyle,YEGOSHIN Yuriy,UKR,2003,49.63
38,0 days 00:00:49.630000,,Men 100 Freestyle,MANKOC Peter,SLO,2003,49.63
38,0 days 00:00:49.630000,,Men 100 Freestyle,NEETHLING Ryk,RSA,2003,49.63
41,0 days 00:00:49.650000,,Men 100 Freestyle,CAVIC Milorad,YUG,2003,49.65
42,0 days 00:00:49.670000,,Men 100 Freestyle,BOUSQUET Frederick,FRA,2003,49.67
43,0 days 00:00:49.680000,,Men 100 Freestyle,CAVIC Milorad,YUG,2003,49.68
44,0 days 00:00:49.700000,,Men 100 Freestyle,TUCKER Scott,USA,2003,49.7
45,0 days 00:00:49.720000,,Men 100 Freestyle,VISMARA Lorenzo,ITA,2003,49.72
46,0 days 00:00:49.730000,,Men 100 Freestyle,NOVY Karel,SUI,2003,49.73
47,0 days 00:00:49.740000,,Men 100 Freestyle,CALLUS Ashley,AUS,2003,49.74
48,0 days 00:00:49.750000,,Men 100 Freestyle,BARNIER Romain,FRA,2003,49.75
49,0 days 00:00:49.770000,,Men 100 Freestyle,NOVY Karel,SUI,2003,49.77
50,0 days 00:00:49.780000,,Men 100 Freestyle,VISMARA Lorenzo,ITA,2003,49.78
1,0 days 00:01:45.140000,,Men 200 Freestyle,THORPE Ian,AUS,2003,105.14
2,0 days 00:01:46.320000,,Men 200 Freestyle,VAN DEN HOOGENBAND Pieter,NED,2003,106.32
3,0 days 00:01:46.430000,,Men 200 Freestyle,VAN DEN HOOGENBAND Pieter,NED,2003,106.43
4,0 days 00:01:46.600000,,Men 200 Freestyle,PHELPS Michael,USA,2003,106.6
5,0 days 00:01:46.850000,,Men 200 Freestyle,HACKETT Grant,AUS,2003,106.85
6,0 days 00:01:47.190000,,Men 200 Freestyle,HACKETT Grant,AUS,2003,107.19
7,0 days 00:01:47.200000,,Men 200 Freestyle,THORPE Ian,AUS,2003,107.2
8,0 days 00:01:47.210000,,Men 200 Freestyle,VAN DEN HOOGENBAND Pieter,NED,2003,107.21
9,0 days 00:01:47.720000,,Men 200 Freestyle,HACKETT Grant,AUS,2003,107.72
10,0 days 00:01:47.990000,,Men 200 Freestyle,THORPE Ian,AUS,2003,107.99
11,0 days 00:01:48.090000,,Men 200 Freestyle,BOVELL George,TTO,2003,108.09
12,0 days 00:01:48.660000,,Men 200 Freestyle,DUSING Nate,USA,2003,108.66
13,0 days 00:01:48.730000,,Men 200 Freestyle,SVOBODA Kvetoslav,CZE,2003,108.73
14,0 days 00:01:48.760000,,Men 200 Freestyle,KAPRALOV Andrey,RUS,2003,108.76
15,0 days 00:01:48.790000,,Men 200 Freestyle,CAPPELLAZZO Federico,ITA,2003,108.79
16,0 days 00:01:48.840000,,Men 200 Freestyle,KAPRALOV Andrey,RUS,2003,108.84
17,0 days 00:01:48.920000,[0],Men 200 Freestyle,MANKOC Peter,SLO,2003,108.92
18,0 days 00:01:48.960000,,Men 200 Freestyle,MANKOC Peter,SLO,2003,108.96
19,0 days 00:01:49,,Men 200 Freestyle,GOLDBLATT Scott,USA,2003,109.0
