rank,time,records,disciplineName,fullName,participantCountryCode,year,time_seconds
17,0 days 00:00:22.260000,,Men 50 Freestyle,BOUSQUET Frederick,FRA,2005,22.26
18,0 days 00:00:22.290000,,Men 50 Freestyle,KAPRALOV Andrey,RUS,2005,22.29
19,0 days 00:00:22.310000,,Men 50 Freestyle,SICOT Julien,FRA,2005,22.31
19,0 days 00:00:22.310000,,Men 50 Freestyle,SICOT Julien,FRA,2005,22.31
19,0 days 00:00:22.310000,,Men 50 Freestyle,ILES Salim,ALG,2005,22.31
22,0 days 00:00:22.350000,,Men 50 Freestyle,NORIEGA Javier,ESP,2005,22.35
22,0 days 00:00:22.350000,,Men 50 Freestyle,VOLYNETS Oleksandr,UKR,2005,22.35
24,0 days 00:00:22.380000,,Men 50 Freestyle,VOLYNETS Oleksandr,UKR,2005,22.38
25,0 days 00:00:22.410000,,Men 50 Freestyle,DRAGANJA Duje,CRO,2005,22.41
26,0 days 00:00:22.420000,,Men 50 Freestyle,SCHOEMAN Roland,RSA,2005,22.42
26,0 days 00:00:22.420000,,Men 50 Freestyle,SCHOEMAN Roland,RSA,2005,22.42
28,0 days 00:00:22.440000,,Men 50 Freestyle,BOUSQUET Frederick,FRA,2005,22.44
28,0 days 00:00:22.440000,,Men 50 Freestyle,NYSTRAND Stefan,SWE,2005,22.44
30,0 days 00:00:22.460000,,Men 50 Freestyle,LORENTE Eduard,ESP,2005,22.46
31,0 days 00:00:22.470000,,Men 50 Freestyle,HAWKE Brett,AUS,2005,22.47
31,0 days 00:00:22.470000,,Men 50 Freestyle,BRUNELLI Nicholas,USA,2005,22.47
31,0 days 00:00:22.470000,,Men 50 Freestyle,NORIEGA Javier,ESP,2005,22.47
34,0 days 00:00:22.510000,,Men 50 Freestyle,MANKOC Peter,SLO,2005,22.51
34,0 days 00:00:22.510000,,Men 50 Freestyle,VEENS Mark,NED,2005,22.51
36,0 days 00:00:22.520000,,Men 50 Freestyle,LORENTE Eduard,ESP,2005,22.52
37,0 days 00:00:22.530000,,Men 50 Freestyle,GASIOR Lukasz,POL,2005,22.53
38,0 days 00:00:22.540000,,Men 50 Freestyle,GASIOR Lukasz,POL,2005,22.54
39,0 days 00:00:22.560000,,Men 50 Freestyle,LAGUNOV Evgeny,RUS,2005,22.56
40,0 days 00:00:22.570000,,Men 50 Freestyle,LORENTE Eduard,ESP,2005,22.57
40,0 days 00:00:22.570000,,Men 50 Freestyle,HAWKE Brett,AUS,2005,22.57
42,0 days 00:00:22.580000,,Men 50 Freestyle,ILES Salim,ALG,2005,22.58
43,0 days 00:00:22.610000,,Men 50 Freestyle,MANKOC Peter,SLO,2005,22.61
44,0 days 00:00:22.630000,,Men 50 Freestyle,SCHOEMAN Roland,RSA,2005,22.63
45,0 days 00:00:22.640000,,Men 50 Freestyle,NYSTRAND Stefan,SWE,2005,22.64
46,0 days 00:00:22.650000,,Men 50 Freestyle,VEENS Mark,NED,2005,22.65
46,0 days 00:00:22.650000,,Men 50 Freestyle,KAPRALOV Andrey,RUS,2005,22.65
48,0 days 00:00:22.680000,,Men 50 Freestyle,NEETHLING Ryk,RSA,2005,22.68
48,0 days 00:00:22.680000,,Men 50 Freestyle,VISMARA Lorenzo,ITA,2005,22.68
50,0 days 00:00:22.710000,,Men 50 Freestyle,RAJAKYLA Matti,FIN,2005,22.71
1,0 days 00:00:48.120000,"[0, 16]",Men 100 Freestyle,MAGNINI Filippo,ITA,2005,48.12
2,0 days 00:00:48.280000,,Men 100 Freestyle,SCHOEMAN Roland,RSA,2005,48.28
3,0 days 00:00:48.340000,,Men 100 Freestyle,NEETHLING Ryk,RSA,2005,48.34
4,0 days 00:00:48.450000,,Men 100 Freestyle,SCHOEMAN Roland,RSA,2005,48.45
5,0 days 00:00:48.540000,,Men 100 Freestyle,NEETHLING Ryk,RSA,2005,48.54
6,0 days 00:00:48.730000,,Men 100 Freestyle,MAGNINI Filippo,ITA,2005,48.73
7,0 days 00:00:48.740000,,Men 100 Freestyle,LEZAK Jason,USA,2005,48.74
8,0 days 00:00:48.880000,,Men 100 Freestyle,DRAGANJA Duje,CRO,2005,48.88
9,0 days 00:00:48.890000,,Men 100 Freestyle,DRAGANJA Duje,CRO,2005,48.89
10,0 days 00:00:48.920000,,Men 100 Freestyle,HAYDEN Brent,CAN,2005,48.92
11,0 days 00:00:48.930000,,Men 100 Freestyle,PHELPS Michael,USA,2005,48.93
12,0 days 00:00:48.970000,,Men 100 Freestyle,MAGNINI Filippo,ITA,2005,48.97
13,0 days 00:00:48.990000,,Men 100 Freestyle,PHELPS Michael,USA,2005,48.99
14,0 days 00:00:49.030000,,Men 100 Freestyle,LEZAK Jason,USA,2005,49.03
15,0 days 00:00:49.040000,,Men 100 Freestyle,NEETHLING Ryk,RSA,2005,49.04
16,0 days 00:00:49.050000,,Men 100 Freestyle,HAYDEN Brent,CAN,2005,49.05
17,0 days 00:00:49.100000,,Men 100 Freestyle,ILES Salim,ALG,2005,49.1
18,0 days 00:00:49.170000,,Men 100 Freestyle,PHELPS Michael,USA,2005,49.17
19,0 days 00:00:49.190000,,Men 100 Freestyle,LEVEAUX Amaury,FRA,2005,49.19
20,0 days 00:00:49.210000,,Men 100 Freestyle,BOUSQUET Frederick,FRA,2005,49.21
21,0 days 00:00:49.220000,,Men 100 Freestyle,MANKOC Peter,SLO,2005,49.22
22,0 days 00:00:49.230000,,Men 100 Freestyle,PHELPS Michael,USA,2005,49.23
22,0 days 00:00:49.230000,,Men 100 Freestyle,SCHOEMAN Roland,RSA,2005,49.23
24,0 days 00:00:49.280000,,Men 100 Freestyle,ILES Salim,ALG,2005,49.28
25,0 days 00:00:49.290000,,Men 100 Freestyle,HAYDEN Brent,CAN,2005,49.29
26,0 days 00:00:49.310000,,Men 100 Freestyle,GASIOR Lukasz,POL,2005,49.31
26,0 days 00:00:49.310000,,Men 100 Freestyle,DRAGANJA Duje,CRO,2005,49.31
26,0 days 00:00:49.310000,,Men 100 Freestyle,GASIOR Lukasz,POL,2005,49.31
29,0 days 00:00:49.320000,,Men 100 Freestyle,KLIM Michael,AUS,2005,49.32
30,0 days 00:00:49.340000,,Men 100 Freestyle,LEZAK Jason,USA,2005,49.34
31,0 days 00:00:49.370000,,Men 100 Freestyle,MAGNINI Filippo,ITA,2005,49.37
32,0 days 00:00:49.380000,,Men 100 Freestyle,BOUSQUET Frederick,FRA,2005,49.38
33,0 days 00:00:49.410000,,Men 100 Freestyle,NYSTRAND Stefan,SWE,2005,49.41
34,0 days 00:00:49.460000,,Men 100 Freestyle,KAPRALOV Andrey,RUS,2005,49.46
35,0 days 00:00:49.510000,,Men 100 Freestyle,ILES Salim,ALG,2005,49.51
36,0 days 00:00:49.530000,,Men 100 Freestyle,KAPRALOV Andrey,RUS,2005,49.53
37,0 days 00:00:49.550000,,Men 100 Freestyle,LEVEAUX Amaury,FRA,2005,49.55
38,0 days 00:00:49.590000,,Men 100 Freestyle,MANKOC Peter,SLO,2005,49.59
39,0 days 00:00:49.600000,,Men 100 Freestyle,LEVEAUX Amaury,FRA,2005,49.6
39,0 days 00:00:49.600000,,Men 100 Freestyle,KAPRALOV Andrey,RUS,2005,49.6
41,0 days 00:00:49.640000,,Men 100 Freestyle,NYSTRAND Stefan,SWE,2005,49.64
41,0 days 00:00:49.640000,,Men 100 Freestyle,KAPRALOV Andrey,RUS,2005,49.64
43,0 days 00:00:49.680000,,Men 100 Freestyle,KEBBAB Nabil,ALG,2005,49.68
44,0 days 00:00:49.710000,,Men 100 Freestyle,KLIM Michael,AUS,2005,49.71
44,0 days 00:00:49.710000,,Men 100 Freestyle,LUPIEN Yannick,CAN,2005,49.71
46,0 days 00:00:49.730000,,Men 100 Freestyle,GIMBUTIS Rolandas,LTU,2005,49.73
47,0 days 00:00:49.740000,,Men 100 Freestyle,WEBER-GALE Garrett,USA,2005,49.74
48,0 days 00:00:49.750000,,Men 100 Freestyle,KLIM Michael,AUS,2005,49.75
49,0 days 00:00:49.790000,,Men 100 Freestyle,GALENDA Christian,ITA,2005,49.79
50,0 days 00:00:49.800000,,Men 100 Freestyle,KEBBAB Nabil,ALG,2005,49.8
1,0 days 00:01:45.200000,,Men 200 Freestyle,PHELPS Michael,USA,2005,105.2
2,0 days 00:01:45.510000,,Men 200 Freestyle,PHELPS Michael,USA,2005,105.51
3,0 days 00:01:46.140000,,Men 200 Freestyle,HACKETT Grant,AUS,2005,106.14
4,0 days 00:01:46.330000,,Men 200 Freestyle,PHELPS Michael,USA,2005,106.33
5,0 days 00:01:46.630000,,Men 200 Freestyle,NEETHLING Ryk,RSA,2005,106.63
6,0 days 00:01:46.850000,,Men 200 Freestyle,HAYDEN Brent,CAN,2005,106.85
7,0 days 00:01:47.090000,,Men 200 Freestyle,SPRENGER Nicholas,AUS,2005,107.09
8,0 days 00:01:47.100000,,Men 200 Freestyle,HAYDEN Brent,CAN,2005,107.1
9,0 days 00:01:47.250000,,Men 200 Freestyle,VANDERKAAY Peter,USA,2005,107.25
10,0 days 00:01:47.370000,,Men 200 Freestyle,BREMBILLA Emiliano,ITA,2005,107.37
11,0 days 00:01:47.570000,,Men 200 Freestyle,SPRENGER Nicholas,AUS,2005,107.57
12,0 days 00:01:47.630000,,Men 200 Freestyle,BREMBILLA Emiliano,ITA,2005,107.63
13,0 days 00:01:47.660000,,Men 200 Freestyle,HACKETT Grant,AUS,2005,107.66
14,0 days 00:01:47.880000,,Men 200 Freestyle,HACKETT Grant,AUS,2005,107.88
15,0 days 00:01:47.940000,,Men 200 Freestyle,SPRENGER Nicholas,AUS,2005,107.94
16,0 days 00:01:48,,Men 200 Freestyle,HAYDEN Brent,CAN,2005,108.0
17,0 days 00:01:48.050000,,Men 200 Freestyle,NEETHLING Ryk,RSA,2005,108.05
18,0 days 00:01:48.100000,,Men 200 Freestyle,ZHANG Lin,CHN,2005,108.1
19,0 days 00:01:48.110000,,Men 200 Freestyle,VANDERKAAY Peter,USA,2005,108.11
20,0 days 00:01:48.120000,,Men 200 Freestyle,VANDERKAAY Peter,USA,2005,108.12
21,0 days 00:01:48.170000,,Men 200 Freestyle,PHELPS Michael,USA,2005,108.17
22,0 days 00:01:48.340000,,Men 200 Freestyle,MAGNINI Filippo,ITA,2005,108.34
23,0 days 00:01:48.370000,,Men 200 Freestyle,NEETHLING Ryk,RSA,2005,108.37
24,0 days 00:01:48.530000,,Men 200 Freestyle,VANDERKAAY Peter,USA,2005,108.53
25,0 days 00:01:48.590000,,Men 200 Freestyle,HAYDEN Brent,CAN,2005,108.59
26,0 days 00:01:48.690000,,Men 200 Freestyle,LEVEAUX Amaury,FRA,2005,108.69
27,0 days 00:01:48.700000,,Men 200 Freestyle,BREMBILLA Emiliano,ITA,2005,108.7
28,0 days 00:01:48.710000,,Men 200 Freestyle,LEVEAUX Amaury,FRA,2005,108.71
29,0 days 00:01:48.720000,,Men 200 Freestyle,HERBST Stefan,GER,2005,108.72
30,0 days 00:01:48.780000,,Men 200 Freestyle,MAGNINI Filippo,ITA,2005,108.78
31,0 days 00:01:48.790000,,Men 200 Freestyle,CARRY David,GBR,2005,108.79
32,0 days 00:01:48.800000,,Men 200 Freestyle,SPRENGER Nicholas,AUS,2005,108.8
33,0 days 00:01:48.920000,,Men 200 Freestyle,OKUMURA Yoshihiro,JPN,2005,108.92
34,0 days 00:01:48.940000,,Men 200 Freestyle,BREMBILLA Emiliano,ITA,2005,108.94
35,0 days 00:01:48.960000,,Men 200 Freestyle,SAY Rick,CAN,2005,108.96
36,0 days 00:01:48.980000,,Men 200 Freestyle,KORZENIOWSKI Pawel,POL,2005,108.98
37,0 days 00:01:49.060000,,Men 200 Freestyle,OKUMURA Yoshihiro,JPN,2005,109.06
37,0 days 00:01:49.060000,,Men 200 Freestyle,BIEDERMANN Paul,GER,2005,109.06
39,0 days 00:01:49.090000,,Men 200 Freestyle,CARRY David,GBR,2005,109.09
40,0 days 00:01:49.130000,,Men 200 Freestyle,MEICHTRY Dominik,SUI,2005,109.13
41,0 days 00:01:49.150000,,Men 200 Freestyle,OKUMURA Yoshihiro,JPN,2005,109.15
42,0 days 00:01:49.160000,,Men 200 Freestyle,BIEDERMANN Paul,GER,2005,109.16
42,0 days 00:01:49.160000,,Men 200 Freestyle,PELLICIARI Matteo,ITA,2005,109.16
44,0 days 00:01:49.190000,,Men 200 Freestyle,CRAMER Jayme,USA,2005,109.19
44,0 days 00:01:49.190000,,Men 200 Freestyle,MILOSLAVSKIS Romans,LAT,2005,109.19
44,0 days 00:01:49.190000,,Men 200 Freestyle,ZHANG Lin,CHN,2005,109.19
47,0 days 00:01:49.320000,,Men 200 Freestyle,HERBST Stefan,GER,2005,109.32
48,0 days 00:01:49.360000,,Men 200 Freestyle,UCHIDA Sho,JPN,2005,109.36
49,0 days 00:01:49.400000,,Men 200 Freestyle,MILOSLAVSKIS Romans,LAT,2005,109.4
50,0 days 00:01:49.420000,,Men 200 Freestyle,UCHIDA Sho,JPN,2005,109.42
1,0 days 00:00:53.170000,"[0, 1]",Men 100 Backstroke,PEIRSOL Aaron,USA,2005,53.17
2,0 days 00:00:53.620000,,Men 100 Backstroke,PEIRSOL Aaron,USA,2005,53.62
3,0 days 00:00:54.020000,,Men 100 Backstroke,BAL Randall,USA,2005,54.02
4,0 days 00:00:54.160000,,Men 100 Backstroke,BAL Randall,USA,2005,54.16
5,0 days 00:00:54.260000,,Men 100 Backstroke,PEIRSOL Aaron,USA,2005,54.26
6,0 days 00:00:54.270000,,Men 100 Backstroke,CSEH Laszlo,HUN,2005,54.27
7,0 days 00:00:54.310000,,Men 100 Backstroke,MORITA Tomomi,JPN,2005,54.31
8,0 days 00:00:54.410000,,Men 100 Backstroke,PEIRSOL Aaron,USA,2005,54.41
9,0 days 00:00:54.460000,,Men 100 Backstroke,PEIRSOL Aaron,USA,2005,54.46
10,0 days 00:00:54.490000,,Men 100 Backstroke,BAL Randall,USA,2005,54.49
10,0 days 00:00:54.490000,,Men 100 Backstroke,MORITA Tomomi,JPN,2005,54.49
12,0 days 00:00:54.500000,,Men 100 Backstroke,VYATCHANIN Arkady,RUS,2005,54.5
13,0 days 00:00:54.520000,,Men 100 Backstroke,CSEH Laszlo,HUN,2005,54.52
13,0 days 00:00:54.520000,,Men 100 Backstroke,VYATCHANIN Arkady,RUS,2005,54.52
15,0 days 00:00:54.610000,,Men 100 Backstroke,GRIGORIADIS Aristeidis,GRE,2005,54.61
16,0 days 00:00:54.690000,,Men 100 Backstroke,GRIGORIADIS Aristeidis,GRE,2005,54.69
17,0 days 00:00:54.750000,,Men 100 Backstroke,VYATCHANIN Arkady,RUS,2005,54.75
17,0 days 00:00:54.750000,,Men 100 Backstroke,ROGAN Markus,AUT,2005,54.75
19,0 days 00:00:54.810000,,Men 100 Backstroke,ROGAN Markus,AUT,2005,54.81
20,0 days 00:00:54.840000,,Men 100 Backstroke,GRIGORIADIS Aristeidis,GRE,2005,54.84
21,0 days 00:00:54.850000,,Men 100 Backstroke,MORITA Tomomi,JPN,2005,54.85
22,0 days 00:00:54.880000,[0],Men 100 Backstroke,MEDVESEK Blaz,SLO,2005,54.88
22,0 days 00:00:54.880000,,Men 100 Backstroke,BAL Randall,USA,2005,54.88
22,0 days 00:00:54.880000,,Men 100 Backstroke,LAUTERSTEIN Andrew,AUS,2005,54.88
25,0 days 00:00:54.890000,,Men 100 Backstroke,WELSH Matt,AUS,2005,54.89
25,0 days 00:00:54.890000,,Men 100 Backstroke,CSEH Laszlo,HUN,2005,54.89
27,0 days 00:00:54.970000,,Men 100 Backstroke,ROGAN Markus,AUT,2005,54.97
28,0 days 00:00:55.010000,,Men 100 Backstroke,LAUTERSTEIN Andrew,AUS,2005,55.01
29,0 days 00:00:55.030000,,Men 100 Backstroke,DRIESEN Steffen,GER,2005,55.03
29,0 days 00:00:55.030000,,Men 100 Backstroke,MEDVESEK Blaz,SLO,2005,55.03
31,0 days 00:00:55.050000,,Men 100 Backstroke,DRIESEN Steffen,GER,2005,55.05
31,0 days 00:00:55.050000,,Men 100 Backstroke,MIYASHITA Junichi,JPN,2005,55.05
33,0 days 00:00:55.070000,,Men 100 Backstroke,TANCOCK Liam,GBR,2005,55.07
34,0 days 00:00:55.080000,,Men 100 Backstroke,KOZULJ Gordan,CRO,2005,55.08
35,0 days 00:00:55.100000,,Men 100 Backstroke,PEIRSOL Aaron,USA,2005,55.1
36,0 days 00:00:55.130000,,Men 100 Backstroke,MEDVESEK Blaz,SLO,2005,55.13
37,0 days 00:00:55.140000,,Men 100 Backstroke,PHELPS Michael,USA,2005,55.14
37,0 days 00:00:55.140000,,Men 100 Backstroke,VYATCHANIN Arkady,RUS,2005,55.14
39,0 days 00:00:55.150000,,Men 100 Backstroke,FLOREA Razvan Ionut,ROU,2005,55.15
40,0 days 00:00:55.160000,,Men 100 Backstroke,VYATCHANIN Arkady,RUS,2005,55.16
41,0 days 00:00:55.170000,,Men 100 Backstroke,MORITA Tomomi,JPN,2005,55.17
42,0 days 00:00:55.200000,,Men 100 Backstroke,KOZULJ Gordan,CRO,2005,55.2
43,0 days 00:00:55.250000,,Men 100 Backstroke,DRIESEN Steffen,GER,2005,55.25
44,0 days 00:00:55.340000,,Men 100 Backstroke,FLOREA Razvan Ionut,ROU,2005,55.34
45,0 days 00:00:55.360000,,Men 100 Backstroke,MEDVESEK Blaz,SLO,2005,55.36
46,0 days 00:00:55.370000,,Men 100 Backstroke,DRIESEN Steffen,GER,2005,55.37
47,0 days 00:00:55.400000,,Men 100 Backstroke,WELSH Matt,AUS,2005,55.4
48,0 days 00:00:55.430000,,Men 100 Backstroke,LAUTERSTEIN Andrew,AUS,2005,55.43
49,0 days 00:00:55.440000,,Men 100 Backstroke,MIYASHITA Junichi,JPN,2005,55.44
50,0 days 00:00:55.470000,,Men 100 Backstroke,TANCOCK Liam,GBR,2005,55.47
1,0 days 00:01:54.660000,"[0, 1]",Men 200 Backstroke,PEIRSOL Aaron,USA,2005,114.66
2,0 days 00:01:56.600000,,Men 200 Backstroke,PEIRSOL Aaron,USA,2005,116.6
3,0 days 00:01:56.630000,,Men 200 Backstroke,ROGAN Markus,AUT,2005,116.63
4,0 days 00:01:57,,Men 200 Backstroke,LOCHTE Ryan,USA,2005,117.0
5,0 days 00:01:57.030000,,Men 200 Backstroke,FLOREA Razvan Ionut,ROU,2005,117.03
6,0 days 00:01:57.160000,,Men 200 Backstroke,ROGAN Markus,AUT,2005,117.16
7,0 days 00:01:58.030000,,Men 200 Backstroke,NAKANO Takashi,JPN,2005,118.03
7,0 days 00:01:58.030000,,Men 200 Backstroke,FLOREA Razvan Ionut,ROU,2005,118.03
9,0 days 00:01:58.040000,,Men 200 Backstroke,PEIRSOL Aaron,USA,2005,118.04
10,0 days 00:01:58.170000,,Men 200 Backstroke,LOCHTE Ryan,USA,2005,118.17
11,0 days 00:01:58.280000,,Men 200 Backstroke,KOZULJ Gordan,CRO,2005,118.28
12,0 days 00:01:58.600000,,Men 200 Backstroke,VYATCHANIN Arkady,RUS,2005,118.6
13,0 days 00:01:58.700000,,Men 200 Backstroke,MORITA Tomomi,JPN,2005,118.7
14,0 days 00:01:58.740000,,Men 200 Backstroke,KOZULJ Gordan,CRO,2005,118.74
15,0 days 00:01:58.910000,,Men 200 Backstroke,NAKANO Takashi,JPN,2005,118.91
16,0 days 00:01:58.970000,,Men 200 Backstroke,TAIT Gregor,GBR,2005,118.97
17,0 days 00:01:59.020000,,Men 200 Backstroke,VYATCHANIN Arkady,RUS,2005,119.02
18,0 days 00:01:59.030000,,Men 200 Backstroke,KOZULJ Gordan,CRO,2005,119.03
19,0 days 00:01:59.100000,,Men 200 Backstroke,MEDVESEK Blaz,SLO,2005,119.1
20,0 days 00:01:59.160000,,Men 200 Backstroke,GODDARD James,GBR,2005,119.16
21,0 days 00:01:59.330000,,Men 200 Backstroke,ROGAN Markus,AUT,2005,119.33
22,0 days 00:01:59.340000,,Men 200 Backstroke,MORITA Tomomi,JPN,2005,119.34
23,0 days 00:01:59.780000,,Men 200 Backstroke,MORITA Tomomi,JPN,2005,119.78
24,0 days 00:01:59.880000,,Men 200 Backstroke,FLOREA Razvan Ionut,ROU,2005,119.88
25,0 days 00:01:59.970000,,Men 200 Backstroke,NAKANO Takashi,JPN,2005,119.97
26,0 days 00:02:00.080000,,Men 200 Backstroke,DUFOUR Simon,FRA,2005,120.08
26,0 days 00:02:00.080000,,Men 200 Backstroke,MEDVESEK Blaz,SLO,2005,120.08
28,0 days 00:02:00.110000,,Men 200 Backstroke,MEDVESEK Blaz,SLO,2005,120.11
29,0 days 00:02:00.270000,,Men 200 Backstroke,LOCHTE Ryan,USA,2005,120.27
30,0 days 00:02:00.480000,,Men 200 Backstroke,KOZULJ Gordan,CRO,2005,120.48
31,0 days 00:02:00.570000,,Men 200 Backstroke,TAIT Gregor,GBR,2005,120.57
32,0 days 00:02:00.880000,,Men 200 Backstroke,DRIESEN Steffen,GER,2005,120.88
33,0 days 00:02:01.030000,,Men 200 Backstroke,VYATCHANIN Arkady,RUS,2005,121.03
34,0 days 00:02:01.580000,,Men 200 Backstroke,BUYUKUNCU Derya,TUR,2005,121.58
34,0 days 00:02:01.580000,,Men 200 Backstroke,GATH Yoav,ISR,2005,121.58
36,0 days 00:02:01.600000,,Men 200 Backstroke,DUFOUR Simon,FRA,2005,121.6
37,0 days 00:02:01.610000,,Men 200 Backstroke,HUSSEIN Ahmed,EGY,2005,121.61
38,0 days 00:02:01.690000,,Men 200 Backstroke,DRIESEN Steffen,GER,2005,121.69
39,0 days 00:02:01.730000,,Men 200 Backstroke,NIKOLOPOULOS Markos,GRE,2005,121.73
40,0 days 00:02:01.930000,,Men 200 Backstroke,BUYUKUNCU Derya,TUR,2005,121.93
41,0 days 00:02:02,,Men 200 Backstroke,GODDARD James,GBR,2005,122.0
42,0 days 00:02:02.120000,,Men 200 Backstroke,GATH Yoav,ISR,2005,122.12
43,0 days 00:02:02.270000,,Men 200 Backstroke,MURPHY Patrick,AUS,2005,122.27
44,0 days 00:02:02.360000,,Men 200 Backstroke,SUSKOV Pavel,LTU,2005,122.36
45,0 days 00:02:02.570000,,Men 200 Backstroke,NIKOLOPOULOS Markos,GRE,2005,122.57
46,0 days 00:02:02.620000,,Men 200 Backstroke,HUSSEIN Ahmed,EGY,2005,122.62
47,0 days 00:02:02.640000,,Men 200 Backstroke,WELSH Matt,AUS,2005,122.64
48,0 days 00:02:02.880000,,Men 200 Backstroke,BEAVERS Keith,CAN,2005,122.88
49,0 days 00:02:02.890000,,Men 200 Backstroke,GIBSON Cameron,NZL,2005,122.89
50,0 days 00:02:03.150000,,Men 200 Backstroke,MURPHY Patrick,AUS,2005,123.15
1,0 days 00:00:59.370000,"[0, 16]",Men 100 Breaststroke,HANSEN Brendan,USA,2005,59.37
2,0 days 00:00:59.530000,,Men 100 Breaststroke,KITAJIMA Kosuke,JPN,2005,59.53
3,0 days 00:00:59.710000,"[0, 16]",Men 100 Breaststroke,KITAJIMA Kosuke,JPN,2005,59.71
4,0 days 00:00:59.750000,"[0, 16]",Men 100 Breaststroke,HANSEN Brendan,USA,2005,59.75
5,0 days 00:00:59.780000,"[0, 16]",Men 100 Breaststroke,KITAJIMA Kosuke,JPN,2005,59.78
6,0 days 00:00:59.840000,,Men 100 Breaststroke,HANSEN Brendan,USA,2005,59.84
7,0 days 00:01:00.050000,,Men 100 Breaststroke,DUBOSCQ Hugues,FRA,2005,60.05
8,0 days 00:01:00.060000,,Men 100 Breaststroke,LISOGOR Oleg,UKR,2005,60.06
9,0 days 00:01:00.110000,,Men 100 Breaststroke,DUBOSCQ Hugues,FRA,2005,60.11
10,0 days 00:01:00.200000,,Men 100 Breaststroke,DUBOSCQ Hugues,FRA,2005,60.2
11,0 days 00:01:00.360000,,Men 100 Breaststroke,LISOGOR Oleg,UKR,2005,60.36
12,0 days 00:01:00.640000,,Men 100 Breaststroke,COOK Chris,GBR,2005,60.64
13,0 days 00:01:00.660000,,Men 100 Breaststroke,KOMORNIKOV Dmitry,RUS,2005,60.66
14,0 days 00:01:00.840000,,Men 100 Breaststroke,TAHIROVIC Emil,SLO,2005,60.84
15,0 days 00:01:00.860000,,Men 100 Breaststroke,COOK Chris,GBR,2005,60.86
16,0 days 00:01:00.990000,,Men 100 Breaststroke,COOK Chris,GBR,2005,60.99
17,0 days 00:01:01.050000,,Men 100 Breaststroke,LISOGOR Oleg,UKR,2005,61.05
18,0 days 00:01:01.240000,,Men 100 Breaststroke,DUBOSCQ Hugues,FRA,2005,61.24
19,0 days 00:01:01.270000,,Men 100 Breaststroke,DUBOSCQ Hugues,FRA,2005,61.27
20,0 days 00:01:01.280000,,Men 100 Breaststroke,DALE OEN Alexander,NOR,2005,61.28
21,0 days 00:01:01.290000,,Men 100 Breaststroke,HANSEN Brendan,USA,2005,61.29
21,0 days 00:01:01.290000,,Men 100 Breaststroke,DALE OEN Alexander,NOR,2005,61.29
21,0 days 00:01:01.290000,,Men 100 Breaststroke,TAHIROVIC Emil,SLO,2005,61.29
24,0 days 00:01:01.300000,,Men 100 Breaststroke,KOMORNIKOV Dmitry,RUS,2005,61.3
24,0 days 00:01:01.300000,,Men 100 Breaststroke,BROWN Michael,CAN,2005,61.3
26,0 days 00:01:01.330000,,Men 100 Breaststroke,TAHIROVIC Emil,SLO,2005,61.33
27,0 days 00:01:01.350000,,Men 100 Breaststroke,GANGLOFF Mark,USA,2005,61.35
28,0 days 00:01:01.370000,,Men 100 Breaststroke,IMAMURA Genki,JPN,2005,61.37
29,0 days 00:01:01.500000,,Men 100 Breaststroke,DALE OEN Alexander,NOR,2005,61.5
30,0 days 00:01:01.510000,,Men 100 Breaststroke,RICKARD Brenton,AUS,2005,61.51
31,0 days 00:01:01.540000,,Men 100 Breaststroke,KOMORNIKOV Dmitry,RUS,2005,61.54
31,0 days 00:01:01.540000,,Men 100 Breaststroke,PIPER Jim,AUS,2005,61.54
33,0 days 00:01:01.570000,,Men 100 Breaststroke,RICKARD Brenton,AUS,2005,61.57
33,0 days 00:01:01.570000,,Men 100 Breaststroke,ALYFANTIS Romanos Iasonas,GRE,2005,61.57
35,0 days 00:01:01.590000,,Men 100 Breaststroke,BROWN Michael,CAN,2005,61.59
36,0 days 00:01:01.600000,,Men 100 Breaststroke,PIHLAVA Jarno,FIN,2005,61.6
37,0 days 00:01:01.640000,,Men 100 Breaststroke,IMAMURA Genki,JPN,2005,61.64
37,0 days 00:01:01.640000,,Men 100 Breaststroke,PIHLAVA Jarno,FIN,2005,61.64
39,0 days 00:01:01.670000,,Men 100 Breaststroke,PIPER Jim,AUS,2005,61.67
40,0 days 00:01:01.700000,,Men 100 Breaststroke,POLYAKOV Vladislav,KAZ,2005,61.7
41,0 days 00:01:01.730000,,Men 100 Breaststroke,TAHIROVIC Emil,SLO,2005,61.73
42,0 days 00:01:01.780000,,Men 100 Breaststroke,KRUPPA Jens,GER,2005,61.78
43,0 days 00:01:01.830000,,Men 100 Breaststroke,POLYAKOV Vladislav,KAZ,2005,61.83
44,0 days 00:01:01.880000,,Men 100 Breaststroke,TAHIROVIC Emil,SLO,2005,61.88
45,0 days 00:01:01.900000,,Men 100 Breaststroke,GANGLOFF Mark,USA,2005,61.9
46,0 days 00:01:01.920000,,Men 100 Breaststroke,KRUPPA Jens,GER,2005,61.92
47,0 days 00:01:01.930000,,Men 100 Breaststroke,DYMO Valerii,UKR,2005,61.93
48,0 days 00:01:02,,Men 100 Breaststroke,DICKENS Andrew ,CAN,2005,62.0
49,0 days 00:01:02.010000,,Men 100 Breaststroke,TERRIN Alessandro,ITA,2005,62.01
49,0 days 00:01:02.010000,,Men 100 Breaststroke,FALKO Grigory,RUS,2005,62.01
